conversation_id,turn,role,intent,message
283daaed-4589-4bca-a032-8430890dc01b,6.5,bot,general,"Sure, let me help you with that!"
24261251-0352-4b13-b0ca-5287d1358a00,1.0,user,shopping,best deals today?
24261251-0352-4b13-b0ca-5287d1358a00,1.5,bot,shopping,"Sure, let me help you with that!"
24261251-0352-4b13-b0ca-5287d1358a00,2.0,user,fitness,exercise tips
24261251-0352-4b13-b0ca-5287d1358a00,2.5,bot,fitness,"Sure, let me help you with that!"
24261251-0352-4b13-b0ca-5287d1358a00,3.0,user,coding_errors,fix this error
24261251-0352-4b13-b0ca-5287d1358a00,3.5,bot,coding_errors,"Sure, let me help you with that!"
24261251-0352-4b13-b0ca-5287d1358a00,4.0,user,ios,iphone tips?
24261251-0352-4b13-b0ca-5287d1358a00,4.5,bot,ios,"Sure, let me help you with that!"
24261251-0352-4b13-b0ca-5287d1358a00,5.0,user,farewell,see you later
24261251-0352-4b13-b0ca-5287d1358a00,5.5,bot,farewell,Goodbye! Have a great day!
24261251-0352-4b13-b0ca-5287d1358a00,6.0,user,coding_errors,fix this error
24261251-0352-4b13-b0ca-5287d1358a00,6.5,bot,coding_errors,"Sure, let me help you with that!"
24261251-0352-4b13-b0ca-5287d1358a00,7.0,user,motivation_strong,push me hard
24261251-0352-4b13-b0ca-5287d1358a00,7.5,bot,motivation_strong,"Sure, let me help you with that!"
0108ee79-94d7-4706-a30a-f5b4a7122d53,1.0,user,geography,largest country?
0108ee79-94d7-4706-a30a-f5b4a7122d53,1.5,bot,geography,"Sure, let me help you with that!"
0108ee79-94d7-4706-a30a-f5b4a7122d53,2.0,user,philosophy,what is reality?
0108ee79-94d7-4706-a30a-f5b4a7122d53,2.5,bot,philosophy,"Sure, let me help you with that!"
0108ee79-94d7-4706-a30a-f5b4a7122d53,3.0,user,fitness,workout routine?
0108ee79-94d7-4706-a30a-f5b4a7122d53,3.5,bot,fitness,"Sure, let me help you with that!"
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,1.0,user,business,how to start business?
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,1.5,bot,business,"Sure, let me help you with that!"
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,2.0,user,education,how to study effectively?
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,2.5,bot,education,Let's learn something new!
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,3.0,user,science,what is energy?
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,3.5,bot,science,"Sure, let me help you with that!"
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,4.0,user,coding,how to debug?
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,4.5,bot,coding,"Sure, let me help you with that!"
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,5.0,user,health,how to stay fit?
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,5.5,bot,health,"Sure, let me help you with that!"
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,6.0,user,coding,what is recursion?
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,6.5,bot,coding,"Sure, let me help you with that!"
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,7.0,user,psychology,human behavior tips?
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,7.5,bot,psychology,"Sure, let me help you with that!"
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,8.0,user,general,tell me something interesting
72a3c88c-78b3-40af-ba71-069d8bf0e1d0,8.5,bot,general,"Sure, let me help you with that!"
c620a36e-1102-4b5b-be18-e5cdb8e5e10d,1.0,user,motivation_strong,push me hard
c620a36e-1102-4b5b-be18-e5cdb8e5e10d,1.5,bot,motivation_strong,"Sure, let me help you with that!"
c620a36e-1102-4b5b-be18-e5cdb8e5e10d,2.0,user,ai,explain neural networks
c620a36e-1102-4b5b-be18-e5cdb8e5e10d,2.5,bot,ai,"Sure, let me help you with that!"
c620a36e-1102-4b5b-be18-e5cdb8e5e10d,3.0,user,networking,how router works?
c620a36e-1102-4b5b-be18-e5cdb8e5e10d,3.5,bot,networking,"Sure, let me help you with that!"
c620a36e-1102-4b5b-be18-e5cdb8e5e10d,4.0,user,ml,difference between ml and dl?
c620a36e-1102-4b5b-be18-e5cdb8e5e10d,4.5,bot,ml,"Sure, let me help you with that!"
c620a36e-1102-4b5b-be18-e5cdb8e5e10d,5.0,user,dl,what is cnn?
c620a36e-1102-4b5b-be18-e5cdb8e5e10d,5.5,bot,dl,"Sure, let me help you with that!"
cd71a830-6e95-4f1a-b4db-3bf431279d28,1.0,user,technology,what is AI?
cd71a830-6e95-4f1a-b4db-3bf431279d28,1.5,bot,technology,"Sure, let me help you with that!"
cd71a830-6e95-4f1a-b4db-3bf431279d28,2.0,user,salary,which job high paying?
cd71a830-6e95-4f1a-b4db-3bf431279d28,2.5,bot,salary,"Sure, let me help you with that!"
cd71a830-6e95-4f1a-b4db-3bf431279d28,3.0,user,food,suggest lunch
cd71a830-6e95-4f1a-b4db-3bf431279d28,3.5,bot,food,"Sure, let me help you with that!"
cd71a830-6e95-4f1a-b4db-3bf431279d28,4.0,user,weather,tell me today's temperature
cd71a830-6e95-4f1a-b4db-3bf431279d28,4.5,bot,weather,The weather looks nice today!
cd71a830-6e95-4f1a-b4db-3bf431279d28,5.0,user,resume,resume example
cd71a830-6e95-4f1a-b4db-3bf431279d28,5.5,bot,resume,"Sure, let me help you with that!"
cd71a830-6e95-4f1a-b4db-3bf431279d28,6.0,user,books,book summary
cd71a830-6e95-4f1a-b4db-3bf431279d28,6.5,bot,books,"Sure, let me help you with that!"
ee221a61-6942-49ec-b7f5-aabb3fa537c9,1.0,user,study,focus tips
ee221a61-6942-49ec-b7f5-aabb3fa537c9,1.5,bot,study,"Sure, let me help you with that!"
ee221a61-6942-49ec-b7f5-aabb3fa537c9,2.0,user,greeting,hi
ee221a61-6942-49ec-b7f5-aabb3fa537c9,2.5,bot,greeting,Hello! How can I assist you?
ee221a61-6942-49ec-b7f5-aabb3fa537c9,3.0,user,food,suggest lunch
ee221a61-6942-49ec-b7f5-aabb3fa537c9,3.5,bot,food,"Sure, let me help you with that!"
ee221a61-6942-49ec-b7f5-aabb3fa537c9,4.0,user,networking,what is ip address?
ee221a61-6942-49ec-b7f5-aabb3fa537c9,4.5,bot,networking,"Sure, let me help you with that!"
6ebe93ba-17b5-40e8-ad36-0b318b485c82,1.0,user,education,what is an algorithm?
6ebe93ba-17b5-40e8-ad36-0b318b485c82,1.5,bot,education,Let's learn something new!
6ebe93ba-17b5-40e8-ad36-0b318b485c82,2.0,user,networking,what is ip address?
6ebe93ba-17b5-40e8-ad36-0b318b485c82,2.5,bot,networking,"Sure, let me help you with that!"
6ebe93ba-17b5-40e8-ad36-0b318b485c82,3.0,user,motivation_strong,push me hard
6ebe93ba-17b5-40e8-ad36-0b318b485c82,3.5,bot,motivation_strong,"Sure, let me help you with that!"
b191d79b-c671-4fb5-8aa2-2124be18da4f,1.0,user,study,best way to learn?
b191d79b-c671-4fb5-8aa2-2124be18da4f,1.5,bot,study,"Sure, let me help you with that!"
b191d79b-c671-4fb5-8aa2-2124be18da4f,2.0,user,health,how to stay fit?
b191d79b-c671-4fb5-8aa2-2124be18da4f,2.5,bot,health,"Sure, let me help you with that!"
b191d79b-c671-4fb5-8aa2-2124be18da4f,3.0,user,motivation,motivate me
b191d79b-c671-4fb5-8aa2-2124be18da4f,3.5,bot,motivation,Believe in yourself!
b191d79b-c671-4fb5-8aa2-2124be18da4f,4.0,user,study,focus tips
b191d79b-c671-4fb5-8aa2-2124be18da4f,4.5,bot,study,"Sure, let me help you with that!"
b191d79b-c671-4fb5-8aa2-2124be18da4f,5.0,user,college,tips for engineering students
b191d79b-c671-4fb5-8aa2-2124be18da4f,5.5,bot,college,"Sure, let me help you with that!"
b191d79b-c671-4fb5-8aa2-2124be18da4f,6.0,user,technology,what is AI?
b191d79b-c671-4fb5-8aa2-2124be18da4f,6.5,bot,technology,"Sure, let me help you with that!"
3e379427-f609-42dc-aaa5-eca52fd68da8,1.0,user,ios,iphone tips?
3e379427-f609-42dc-aaa5-eca52fd68da8,1.5,bot,ios,"Sure, let me help you with that!"
3e379427-f609-42dc-aaa5-eca52fd68da8,2.0,user,business,how to start business?
3e379427-f609-42dc-aaa5-eca52fd68da8,2.5,bot,business,"Sure, let me help you with that!"
3e379427-f609-42dc-aaa5-eca52fd68da8,3.0,user,study,best way to learn?
3e379427-f609-42dc-aaa5-eca52fd68da8,3.5,bot,study,"Sure, let me help you with that!"
3e379427-f609-42dc-aaa5-eca52fd68da8,4.0,user,music,best singers
3e379427-f609-42dc-aaa5-eca52fd68da8,4.5,bot,music,"Sure, let me help you with that!"
3e379427-f609-42dc-aaa5-eca52fd68da8,5.0,user,weather,what's the weather today?
3e379427-f609-42dc-aaa5-eca52fd68da8,5.5,bot,weather,The weather looks nice today!
3e379427-f609-42dc-aaa5-eca52fd68da8,6.0,user,relationship,how to handle breakup?
3e379427-f609-42dc-aaa5-eca52fd68da8,6.5,bot,relationship,"Sure, let me help you with that!"
3e379427-f609-42dc-aaa5-eca52fd68da8,7.0,user,sports,who won the match?
3e379427-f609-42dc-aaa5-eca52fd68da8,7.5,bot,sports,"Sure, let me help you with that!"
3e379427-f609-42dc-aaa5-eca52fd68da8,8.0,user,science,what is energy?
3e379427-f609-42dc-aaa5-eca52fd68da8,8.5,bot,science,"Sure, let me help you with that!"
dbd45c53-a933-4e8e-9e52-62be2faa6237,1.0,user,motivation,how to stay consistent?
dbd45c53-a933-4e8e-9e52-62be2faa6237,1.5,bot,motivation,Believe in yourself!
dbd45c53-a933-4e8e-9e52-62be2faa6237,2.0,user,motivation_strong,i need strong motivation
dbd45c53-a933-4e8e-9e52-62be2faa6237,2.5,bot,motivation_strong,"Sure, let me help you with that!"
dbd45c53-a933-4e8e-9e52-62be2faa6237,3.0,user,science,what is energy?
dbd45c53-a933-4e8e-9e52-62be2faa6237,3.5,bot,science,"Sure, let me help you with that!"
dbd45c53-a933-4e8e-9e52-62be2faa6237,4.0,user,marketing,seo basics
dbd45c53-a933-4e8e-9e52-62be2faa6237,4.5,bot,marketing,"Sure, let me help you with that!"
dbd45c53-a933-4e8e-9e52-62be2faa6237,5.0,user,finance,how to save money?
dbd45c53-a933-4e8e-9e52-62be2faa6237,5.5,bot,finance,"Sure, let me help you with that!"
dbd45c53-a933-4e8e-9e52-62be2faa6237,6.0,user,finance,stock market today?
dbd45c53-a933-4e8e-9e52-62be2faa6237,6.5,bot,finance,"Sure, let me help you with that!"
dbd45c53-a933-4e8e-9e52-62be2faa6237,7.0,user,sports,who won the match?
dbd45c53-a933-4e8e-9e52-62be2faa6237,7.5,bot,sports,"Sure, let me help you with that!"
dbd45c53-a933-4e8e-9e52-62be2faa6237,8.0,user,security,what is encryption?
dbd45c53-a933-4e8e-9e52-62be2faa6237,8.5,bot,security,"Sure, let me help you with that!"
dbd45c53-a933-4e8e-9e52-62be2faa6237,9.0,user,geography,biggest river?
dbd45c53-a933-4e8e-9e52-62be2faa6237,9.5,bot,geography,"Sure, let me help you with that!"
ff6fd9ea-fc13-43f4-b303-f2c931afb079,1.0,user,fitness,exercise tips
ff6fd9ea-fc13-43f4-b303-f2c931afb079,1.5,bot,fitness,"Sure, let me help you with that!"
ff6fd9ea-fc13-43f4-b303-f2c931afb079,2.0,user,geography,largest country?
ff6fd9ea-fc13-43f4-b303-f2c931afb079,2.5,bot,geography,"Sure, let me help you with that!"
ff6fd9ea-fc13-43f4-b303-f2c931afb079,3.0,user,android,best android apps?
ff6fd9ea-fc13-43f4-b303-f2c931afb079,3.5,bot,android,"Sure, let me help you with that!"
ff6fd9ea-fc13-43f4-b303-f2c931afb079,4.0,user,math,solve equation
ff6fd9ea-fc13-43f4-b303-f2c931afb079,4.5,bot,math,"Sure, let me help you with that!"
ff6fd9ea-fc13-43f4-b303-f2c931afb079,5.0,user,gaming,latest gaming news
ff6fd9ea-fc13-43f4-b303-f2c931afb079,5.5,bot,gaming,"Sure, let me help you with that!"
ff6fd9ea-fc13-43f4-b303-f2c931afb079,6.0,user,business,startup ideas
ff6fd9ea-fc13-43f4-b303-f2c931afb079,6.5,bot,business,"Sure, let me help you with that!"
ff6fd9ea-fc13-43f4-b303-f2c931afb079,7.0,user,history,who discovered america?
ff6fd9ea-fc13-43f4-b303-f2c931afb079,7.5,bot,history,"Sure, let me help you with that!"
7e74662d-e4fe-40a4-a78f-bca137d90d22,1.0,user,education,how to study effectively?
7e74662d-e4fe-40a4-a78f-bca137d90d22,1.5,bot,education,Let's learn something new!
7e74662d-e4fe-40a4-a78f-bca137d90d22,2.0,user,greeting,how are you
7e74662d-e4fe-40a4-a78f-bca137d90d22,2.5,bot,greeting,Hello! How can I assist you?
7e74662d-e4fe-40a4-a78f-bca137d90d22,3.0,user,fitness,workout routine?
7e74662d-e4fe-40a4-a78f-bca137d90d22,3.5,bot,fitness,"Sure, let me help you with that!"
7e74662d-e4fe-40a4-a78f-bca137d90d22,4.0,user,finance,stock market today?
7e74662d-e4fe-40a4-a78f-bca137d90d22,4.5,bot,finance,"Sure, let me help you with that!"
7e74662d-e4fe-40a4-a78f-bca137d90d22,5.0,user,music,best singers
7e74662d-e4fe-40a4-a78f-bca137d90d22,5.5,bot,music,"Sure, let me help you with that!"
7e74662d-e4fe-40a4-a78f-bca137d90d22,6.0,user,emotions,i feel sad
7e74662d-e4fe-40a4-a78f-bca137d90d22,6.5,bot,emotions,"Sure, let me help you with that!"
7e74662d-e4fe-40a4-a78f-bca137d90d22,7.0,user,history,who discovered america?
7e74662d-e4fe-40a4-a78f-bca137d90d22,7.5,bot,history,"Sure, let me help you with that!"
7e74662d-e4fe-40a4-a78f-bca137d90d22,8.0,user,food,best snacks?
7e74662d-e4fe-40a4-a78f-bca137d90d22,8.5,bot,food,"Sure, let me help you with that!"
fe4889d3-b12b-4b82-bc87-b9f5765eddf7,1.0,user,motivation,give me inspiration
fe4889d3-b12b-4b82-bc87-b9f5765eddf7,1.5,bot,motivation,Believe in yourself!
fe4889d3-b12b-4b82-bc87-b9f5765eddf7,2.0,user,salary,negotiate salary?
fe4889d3-b12b-4b82-bc87-b9f5765eddf7,2.5,bot,salary,"Sure, let me help you with that!"
fe4889d3-b12b-4b82-bc87-b9f5765eddf7,3.0,user,books,book summary
fe4889d3-b12b-4b82-bc87-b9f5765eddf7,3.5,bot,books,"Sure, let me help you with that!"
fe4889d3-b12b-4b82-bc87-b9f5765eddf7,4.0,user,philosophy,what is reality?
fe4889d3-b12b-4b82-bc87-b9f5765eddf7,4.5,bot,philosophy,"Sure, let me help you with that!"
fe4889d3-b12b-4b82-bc87-b9f5765eddf7,5.0,user,science,explain gravity
fe4889d3-b12b-4b82-bc87-b9f5765eddf7,5.5,bot,science,"Sure, let me help you with that!"
fe4889d3-b12b-4b82-bc87-b9f5765eddf7,6.0,user,fitness,exercise tips
fe4889d3-b12b-4b82-bc87-b9f5765eddf7,6.5,bot,fitness,"Sure, let me help you with that!"
fe4889d3-b12b-4b82-bc87-b9f5765eddf7,7.0,user,shopping,which phone to buy?
fe4889d3-b12b-4b82-bc87-b9f5765eddf7,7.5,bot,shopping,"Sure, let me help you with that!"
b4d37aec-4156-41f3-8ab6-02f27fd2b0bb,1.0,user,ml,difference between ml and dl?
b4d37aec-4156-41f3-8ab6-02f27fd2b0bb,1.5,bot,ml,"Sure, let me help you with that!"
b4d37aec-4156-41f3-8ab6-02f27fd2b0bb,2.0,user,productivity,how to focus?
b4d37aec-4156-41f3-8ab6-02f27fd2b0bb,2.5,bot,productivity,"Sure, let me help you with that!"
b4d37aec-4156-41f3-8ab6-02f27fd2b0bb,3.0,user,farewell,see you later
b4d37aec-4156-41f3-8ab6-02f27fd2b0bb,3.5,bot,farewell,Goodbye! Have a great day!
b4d37aec-4156-41f3-8ab6-02f27fd2b0bb,4.0,user,college,tips for engineering students
b4d37aec-4156-41f3-8ab6-02f27fd2b0bb,4.5,bot,college,"Sure, let me help you with that!"
b4d37aec-4156-41f3-8ab6-02f27fd2b0bb,5.0,user,math,what is calculus?
b4d37aec-4156-41f3-8ab6-02f27fd2b0bb,5.5,bot,math,"Sure, let me help you with that!"
b4d37aec-4156-41f3-8ab6-02f27fd2b0bb,6.0,user,emotions,how to control anger?
b4d37aec-4156-41f3-8ab6-02f27fd2b0bb,6.5,bot,emotions,"Sure, let me help you with that!"
b4d37aec-4156-41f3-8ab6-02f27fd2b0bb,7.0,user,gaming,latest gaming news
b4d37aec-4156-41f3-8ab6-02f27fd2b0bb,7.5,bot,gaming,"Sure, let me help you with that!"
5db5c382-454c-4746-a28a-6a2d83b1c503,1.0,user,psychology,how to reduce stress?
5db5c382-454c-4746-a28a-6a2d83b1c503,1.5,bot,psychology,"Sure, let me help you with that!"
5db5c382-454c-4746-a28a-6a2d83b1c503,2.0,user,life,life advice
5db5c382-454c-4746-a28a-6a2d83b1c503,2.5,bot,life,"Sure, let me help you with that!"
5db5c382-454c-4746-a28a-6a2d83b1c503,3.0,user,android,optimize battery?
5db5c382-454c-4746-a28a-6a2d83b1c503,3.5,bot,android,"Sure, let me help you with that!"
5db5c382-454c-4746-a28a-6a2d83b1c503,4.0,user,quotes,life quote
5db5c382-454c-4746-a28a-6a2d83b1c503,4.5,bot,quotes,"Sure, let me help you with that!"
5db5c382-454c-4746-a28a-6a2d83b1c503,5.0,user,ai,what is llm?
5db5c382-454c-4746-a28a-6a2d83b1c503,5.5,bot,ai,"Sure, let me help you with that!"
5db5c382-454c-4746-a28a-6a2d83b1c503,6.0,user,college,tips for engineering students
5db5c382-454c-4746-a28a-6a2d83b1c503,6.5,bot,college,"Sure, let me help you with that!"
5db5c382-454c-4746-a28a-6a2d83b1c503,7.0,user,resume,how to write resume?
5db5c382-454c-4746-a28a-6a2d83b1c503,7.5,bot,resume,"Sure, let me help you with that!"
5f943b57-f747-4d5a-bbc8-083178319b0a,1.0,user,cloud,aws vs azure?
5f943b57-f747-4d5a-bbc8-083178319b0a,1.5,bot,cloud,"Sure, let me help you with that!"
5f943b57-f747-4d5a-bbc8-083178319b0a,2.0,user,marketing,digital marketing tips?
5f943b57-f747-4d5a-bbc8-083178319b0a,2.5,bot,marketing,"Sure, let me help you with that!"
5f943b57-f747-4d5a-bbc8-083178319b0a,3.0,user,finance,how to save money?
5f943b57-f747-4d5a-bbc8-083178319b0a,3.5,bot,finance,"Sure, let me help you with that!"
5f943b57-f747-4d5a-bbc8-083178319b0a,4.0,user,datascience,how to learn ds?
5f943b57-f747-4d5a-bbc8-083178319b0a,4.5,bot,datascience,"Sure, let me help you with that!"
057f466c-4826-4eac-8eb0-1a3131272998,1.0,user,habits,how to break bad habits?
057f466c-4826-4eac-8eb0-1a3131272998,1.5,bot,habits,"Sure, let me help you with that!"
057f466c-4826-4eac-8eb0-1a3131272998,2.0,user,fitness,exercise tips
057f466c-4826-4eac-8eb0-1a3131272998,2.5,bot,fitness,"Sure, let me help you with that!"
057f466c-4826-4eac-8eb0-1a3131272998,3.0,user,productivity,how to focus?
057f466c-4826-4eac-8eb0-1a3131272998,3.5,bot,productivity,"Sure, let me help you with that!"
057f466c-4826-4eac-8eb0-1a3131272998,4.0,user,salary,negotiate salary?
057f466c-4826-4eac-8eb0-1a3131272998,4.5,bot,salary,"Sure, let me help you with that!"
057f466c-4826-4eac-8eb0-1a3131272998,5.0,user,coding_errors,why code not running?
057f466c-4826-4eac-8eb0-1a3131272998,5.5,bot,coding_errors,"Sure, let me help you with that!"
057f466c-4826-4eac-8eb0-1a3131272998,6.0,user,salary,negotiate salary?
057f466c-4826-4eac-8eb0-1a3131272998,6.5,bot,salary,"Sure, let me help you with that!"
be4377fb-8b9e-4fd2-89fa-3430fab67888,1.0,user,productivity,time management tips
be4377fb-8b9e-4fd2-89fa-3430fab67888,1.5,bot,productivity,"Sure, let me help you with that!"
be4377fb-8b9e-4fd2-89fa-3430fab67888,2.0,user,education,what is an algorithm?
be4377fb-8b9e-4fd2-89fa-3430fab67888,2.5,bot,education,Let's learn something new!
be4377fb-8b9e-4fd2-89fa-3430fab67888,3.0,user,productivity,time management tips
be4377fb-8b9e-4fd2-89fa-3430fab67888,3.5,bot,productivity,"Sure, let me help you with that!"
be4377fb-8b9e-4fd2-89fa-3430fab67888,4.0,user,psychology,how to reduce stress?
be4377fb-8b9e-4fd2-89fa-3430fab67888,4.5,bot,psychology,"Sure, let me help you with that!"
be4377fb-8b9e-4fd2-89fa-3430fab67888,5.0,user,ml,difference between ml and dl?
be4377fb-8b9e-4fd2-89fa-3430fab67888,5.5,bot,ml,"Sure, let me help you with that!"
be4377fb-8b9e-4fd2-89fa-3430fab67888,6.0,user,habits,good habits?
be4377fb-8b9e-4fd2-89fa-3430fab67888,6.5,bot,habits,"Sure, let me help you with that!"
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,1.0,user,food,best snacks?
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,1.5,bot,food,"Sure, let me help you with that!"
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,2.0,user,projects,best coding project?
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,2.5,bot,projects,"Sure, let me help you with that!"
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,3.0,user,philosophy,what is reality?
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,3.5,bot,philosophy,"Sure, let me help you with that!"
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,4.0,user,food,best snacks?
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,4.5,bot,food,"Sure, let me help you with that!"
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,5.0,user,food,suggest lunch
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,5.5,bot,food,"Sure, let me help you with that!"
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,6.0,user,motivation_strong,i need strong motivation
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,6.5,bot,motivation_strong,"Sure, let me help you with that!"
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,7.0,user,coding_errors,fix this error
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,7.5,bot,coding_errors,"Sure, let me help you with that!"
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,8.0,user,habits,good habits?
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,8.5,bot,habits,"Sure, let me help you with that!"
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,9.0,user,shopping,best deals today?
cb215d71-2de6-43fc-9ea2-09fe1ef7bce4,9.5,bot,shopping,"Sure, let me help you with that!"
ad7edf77-bf0f-4394-8905-fa2f83bcc621,1.0,user,college,tips for engineering students
ad7edf77-bf0f-4394-8905-fa2f83bcc621,1.5,bot,college,"Sure, let me help you with that!"
ad7edf77-bf0f-4394-8905-fa2f83bcc621,2.0,user,greeting,how are you
ad7edf77-bf0f-4394-8905-fa2f83bcc621,2.5,bot,greeting,Hello! How can I assist you?
ad7edf77-bf0f-4394-8905-fa2f83bcc621,3.0,user,finance,stock market today?
ad7edf77-bf0f-4394-8905-fa2f83bcc621,3.5,bot,finance,"Sure, let me help you with that!"
ad7edf77-bf0f-4394-8905-fa2f83bcc621,4.0,user,salary,negotiate salary?
ad7edf77-bf0f-4394-8905-fa2f83bcc621,4.5,bot,salary,"Sure, let me help you with that!"
ad7edf77-bf0f-4394-8905-fa2f83bcc621,5.0,user,entertainment,top songs today
ad7edf77-bf0f-4394-8905-fa2f83bcc621,5.5,bot,entertainment,"Sure, let me help you with that!"
ad7edf77-bf0f-4394-8905-fa2f83bcc621,6.0,user,business,how to start business?
ad7edf77-bf0f-4394-8905-fa2f83bcc621,6.5,bot,business,"Sure, let me help you with that!"
ad7edf77-bf0f-4394-8905-fa2f83bcc621,7.0,user,dl,how rnn works?
ad7edf77-bf0f-4394-8905-fa2f83bcc621,7.5,bot,dl,"Sure, let me help you with that!"
ad7edf77-bf0f-4394-8905-fa2f83bcc621,8.0,user,security,how to stay safe online?
ad7edf77-bf0f-4394-8905-fa2f83bcc621,8.5,bot,security,"Sure, let me help you with that!"
494f7b96-d68f-4a1f-9334-7dcee957738f,1.0,user,life,life advice
494f7b96-d68f-4a1f-9334-7dcee957738f,1.5,bot,life,"Sure, let me help you with that!"
494f7b96-d68f-4a1f-9334-7dcee957738f,2.0,user,datascience,how to learn ds?
494f7b96-d68f-4a1f-9334-7dcee957738f,2.5,bot,datascience,"Sure, let me help you with that!"
494f7b96-d68f-4a1f-9334-7dcee957738f,3.0,user,motivation_daily,give me daily motivation
494f7b96-d68f-4a1f-9334-7dcee957738f,3.5,bot,motivation_daily,"Sure, let me help you with that!"
494f7b96-d68f-4a1f-9334-7dcee957738f,4.0,user,relationship,how to handle breakup?
494f7b96-d68f-4a1f-9334-7dcee957738f,4.5,bot,relationship,"Sure, let me help you with that!"
494f7b96-d68f-4a1f-9334-7dcee957738f,5.0,user,gaming,latest gaming news
494f7b96-d68f-4a1f-9334-7dcee957738f,5.5,bot,gaming,"Sure, let me help you with that!"
494f7b96-d68f-4a1f-9334-7dcee957738f,6.0,user,music,suggest songs
494f7b96-d68f-4a1f-9334-7dcee957738f,6.5,bot,music,"Sure, let me help you with that!"
3b59e1d8-b452-43d3-aeca-f21e7754c1e0,1.0,user,food,best snacks?
3b59e1d8-b452-43d3-aeca-f21e7754c1e0,1.5,bot,food,"Sure, let me help you with that!"
3b59e1d8-b452-43d3-aeca-f21e7754c1e0,2.0,user,food,suggest lunch
3b59e1d8-b452-43d3-aeca-f21e7754c1e0,2.5,bot,food,"Sure, let me help you with that!"
3b59e1d8-b452-43d3-aeca-f21e7754c1e0,3.0,user,interview,interview tips?
3b59e1d8-b452-43d3-aeca-f21e7754c1e0,3.5,bot,interview,"Sure, let me help you with that!"
3b59e1d8-b452-43d3-aeca-f21e7754c1e0,4.0,user,relationship,how to handle breakup?
3b59e1d8-b452-43d3-aeca-f21e7754c1e0,4.5,bot,relationship,"Sure, let me help you with that!"
ebc6546b-a532-4748-a62e-f01e56b049cd,1.0,user,datascience,how to learn ds?
ebc6546b-a532-4748-a62e-f01e56b049cd,1.5,bot,datascience,"Sure, let me help you with that!"
ebc6546b-a532-4748-a62e-f01e56b049cd,2.0,user,motivation_strong,i need strong motivation
ebc6546b-a532-4748-a62e-f01e56b049cd,2.5,bot,motivation_strong,"Sure, let me help you with that!"
ebc6546b-a532-4748-a62e-f01e56b049cd,3.0,user,networking,what is ip address?
ebc6546b-a532-4748-a62e-f01e56b049cd,3.5,bot,networking,"Sure, let me help you with that!"
ebc6546b-a532-4748-a62e-f01e56b049cd,4.0,user,interview,interview tips?
ebc6546b-a532-4748-a62e-f01e56b049cd,4.5,bot,interview,"Sure, let me help you with that!"
ebc6546b-a532-4748-a62e-f01e56b049cd,5.0,user,geography,largest country?
ebc6546b-a532-4748-a62e-f01e56b049cd,5.5,bot,geography,"Sure, let me help you with that!"
ebc6546b-a532-4748-a62e-f01e56b049cd,6.0,user,ml,difference between ml and dl?
ebc6546b-a532-4748-a62e-f01e56b049cd,6.5,bot,ml,"Sure, let me help you with that!"
ebc6546b-a532-4748-a62e-f01e56b049cd,7.0,user,motivation_strong,i need strong motivation
ebc6546b-a532-4748-a62e-f01e56b049cd,7.5,bot,motivation_strong,"Sure, let me help you with that!"
ebc6546b-a532-4748-a62e-f01e56b049cd,8.0,user,philosophy,what is reality?
ebc6546b-a532-4748-a62e-f01e56b049cd,8.5,bot,philosophy,"Sure, let me help you with that!"
ebc6546b-a532-4748-a62e-f01e56b049cd,9.0,user,quotes,life quote
ebc6546b-a532-4748-a62e-f01e56b049cd,9.5,bot,quotes,"Sure, let me help you with that!"
ebc6546b-a532-4748-a62e-f01e56b049cd,10.0,user,business,startup ideas
